track_id,sample_id,raw_frame_index,iso1300_mm,iso1400_mm,iso1500_mm,iso1600_mm,iso1800_mm,iso1300_mm_roll,iso1400_mm_roll,iso1500_mm_roll,iso1600_mm_roll,iso1800_mm_roll
14,T14_F007,392,0.8260000000000001,0.756,0.7000000000000001,0.644,0.546,0.9354545454545455,0.8501818181818183,0.7814545454545455,0.7254545454545455,0.6503636363636363
14,T14_F008,393,0.9380000000000001,0.854,0.798,0.728,0.644,0.9356666666666668,0.8504999999999999,0.7828333333333334,0.7256666666666667,0.6498333333333333
14,T14_F009,394,0.896,0.798,0.728,0.7000000000000001,0.616,0.9326153846153848,0.8475384615384615,0.7807692307692308,0.7247692307692308,0.6483076923076923
14,T14_F010,395,0.91,0.84,0.756,0.728,0.658,0.9330000000000002,0.8499999999999999,0.782,0.7260000000000001,0.6489999999999999
14,T14_F011,396,0.966,0.882,0.8260000000000001,0.756,0.672,0.9286666666666669,0.8455999999999999,0.7774666666666668,0.7224000000000002,0.6449333333333331
14,T14_F012,397,0.9380000000000001,0.868,0.784,0.728,0.658,0.9248750000000001,0.8435,0.77525,0.7201249999999999,0.643125
14,T14_F013,398,0.9380000000000001,0.84,0.784,0.728,0.658,0.9289411764705884,0.8465882352941178,0.7782352941176471,0.7230588235294116,0.6448235294117647
14,T14_F014,399,0.9520000000000001,0.882,0.798,0.742,0.686,0.9310000000000002,0.8485555555555556,0.7793333333333333,0.7233333333333332,0.6455555555555555
14,T14_F015,400,0.98,0.868,0.798,0.742,0.672,0.9328421052631581,0.8510526315789475,0.7810526315789473,0.7250526315789473,0.6469473684210526
14,T14_F016,401,0.98,0.896,0.8260000000000001,0.756,0.672,0.9352000000000003,0.8526000000000001,0.7833,0.7272999999999998,0.6482
14,T14_F017,402,0.966,0.868,0.798,0.728,0.672,0.932666666666667,0.8506666666666669,0.7813333333333334,0.7259999999999999,0.6466666666666667
14,T14_F018,403,0.9380000000000001,0.854,0.798,0.728,0.644,0.9366666666666668,0.8540000000000002,0.7840000000000001,0.7286666666666666,0.6506666666666667
14,T14_F019,404,0.896,0.812,0.756,0.714,0.63,0.9353333333333333,0.8526666666666668,0.782,0.728,0.6506666666666667
14,T14_F020,405,0.9380000000000001,0.882,0.798,0.742,0.658,0.9360000000000002,0.8546666666666667,0.7840000000000001,0.7293333333333333,0.6520000000000001
14,T14_F021,406,0.868,0.784,0.714,0.672,0.588,0.9386666666666669,0.856,0.786,0.7299999999999999,0.6526666666666667
14,T14_F022,407,0.868,0.812,0.742,0.686,0.616,1.0686666666666669,0.8560000000000001,0.7853333333333333,0.7300000000000001,0.6540000000000001
14,T14_F023,408,0.994,0.896,0.8260000000000001,0.77,0.672,1.0706666666666669,0.8566666666666668,0.786,0.7306666666666667,0.654
14,T14_F024,409,0.966,0.882,0.798,0.728,0.658,1.0733333333333335,0.8586666666666668,0.7873333333333333,0.732,0.6546666666666667
14,T14_F025,410,0.966,0.896,0.812,0.756,0.672,1.074,0.858,0.7873333333333333,0.7326666666666668,0.6533333333333333
14,T14_F026,411,0.98,0.882,0.8260000000000001,0.77,0.672,1.074,0.8586666666666667,0.7879999999999999,0.7333333333333334,0.6533333333333333
14,T14_F027,412,0.882,0.812,0.742,0.7000000000000001,0.616,1.0733333333333337,0.8580000000000002,0.7866666666666665,0.7326666666666668,0.6533333333333333
14,T14_F028,413,0.91,0.8260000000000001,0.756,0.7000000000000001,0.63,1.0726666666666669,0.8573333333333334,0.7859999999999998,0.7326666666666667,0.6520000000000001
14,T14_F029,414,0.91,0.8260000000000001,0.756,0.714,0.644,1.0706666666666669,0.8560000000000001,0.7833333333333334,0.7313333333333333,0.6506666666666667
14,T14_F030,415,0.91,0.84,0.77,0.728,0.644,1.0740000000000003,0.8600000000000001,0.786,0.7333333333333334,0.6526666666666668
14,T14_F031,416,0.966,0.868,0.798,0.742,0.672,1.0753333333333335,0.8600000000000001,0.7866666666666666,0.734,0.6533333333333333
14,T14_F032,417,3.696,0.882,0.812,0.756,0.7000000000000001,1.0806666666666669,0.8653333333333335,0.7913333333333332,0.738,0.6573333333333334
14,T14_F033,418,0.98,0.882,0.798,0.742,0.658,1.0833333333333335,0.8673333333333334,0.7926666666666667,0.74,0.6586666666666667
14,T14_F034,419,0.994,0.882,0.812,0.756,0.672,1.0786666666666669,0.8639999999999999,0.7893333333333332,0.7366666666666667,0.6566666666666668
14,T14_F035,420,0.966,0.868,0.798,0.756,0.658,1.0786666666666669,0.8640000000000001,0.7893333333333333,0.7373333333333333,0.6573333333333334
14,T14_F036,421,0.98,0.882,0.812,0.756,0.672,1.0746666666666669,0.8586666666666667,0.7853333333333333,0.7339999999999999,0.6546666666666668
14,T14_F037,422,0.966,0.882,0.798,0.742,0.672,1.07,0.8553333333333333,0.7806666666666667,0.7306666666666666,0.652
14,T14_F038,423,0.9520000000000001,0.854,0.784,0.728,0.644,1.0700000000000003,0.8560000000000001,0.7806666666666666,0.7306666666666666,0.6533333333333334
14,T14_F039,424,0.896,0.8260000000000001,0.742,0.7000000000000001,0.616,1.072666666666667,0.858,0.7819999999999998,0.7326666666666666,0.6546666666666667
14,T14_F040,425,0.966,0.896,0.812,0.756,0.672,1.074666666666667,0.86,0.7840000000000001,0.7333333333333332,0.656
14,T14_F041,426,0.966,0.882,0.812,0.756,0.672,1.0773333333333337,0.862,0.7853333333333332,0.7339999999999999,0.6573333333333334
14,T14_F042,427,0.98,0.896,0.812,0.756,0.672,1.0773333333333337,0.8626666666666668,0.7866666666666666,0.7346666666666666,0.6573333333333334
14,T14_F043,428,0.924,0.854,0.77,0.728,0.644,0.9446666666666669,0.8606666666666667,0.7853333333333333,0.7333333333333332,0.6553333333333333
14,T14_F044,429,0.896,0.8260000000000001,0.756,0.7000000000000001,0.63,0.9420000000000002,0.8586666666666667,0.7840000000000001,0.7326666666666666,0.6553333333333333
14,T14_F045,430,0.966,0.882,0.798,0.742,0.672,1.074,0.8593333333333335,0.7840000000000001,0.7326666666666666,0.6553333333333333
14,T14_F046,431,0.882,0.784,0.728,0.686,0.616,1.068,0.8540000000000001,0.7786666666666667,0.7273333333333333,0.6506666666666666
14,T14_F047,432,0.882,0.812,0.728,0.7000000000000001,0.616,1.0619999999999998,0.8493333333333333,0.7746666666666667,0.7233333333333333,0.6473333333333334
14,T14_F048,433,0.882,0.8260000000000001,0.742,0.7000000000000001,0.644,1.0613333333333332,0.8486666666666665,0.7746666666666667,0.7226666666666667,0.6466666666666667
14,T14_F049,434,0.966,0.868,0.784,0.742,0.658,1.062,0.8500000000000001,0.7753333333333333,0.7233333333333334,0.6480000000000001
14,T14_F050,435,0.9520000000000001,0.868,0.798,0.728,0.672,1.0613333333333335,0.8486666666666668,0.7753333333333333,0.7220000000000001,0.6466666666666667
14,T14_F051,436,0.966,0.882,0.798,0.742,0.672,1.0593333333333335,0.8460000000000001,0.7739999999999999,0.7206666666666668,0.6453333333333334
14,T14_F052,437,0.966,0.882,0.8260000000000001,0.756,0.672,1.0593333333333335,0.8453333333333333,0.774,0.7206666666666666,0.6453333333333334
14,T14_F053,438,0.91,0.84,0.784,0.728,0.658,1.0586666666666669,0.8439999999999999,0.774,0.7200000000000001,0.6446666666666667
14,T14_F054,439,0.924,0.84,0.77,0.728,0.658,1.0606666666666669,0.8453333333333333,0.7753333333333333,0.7206666666666667,0.646
14,T14_F055,440,3.766,0.896,0.812,0.756,0.672,1.2066666666666666,0.8513333333333335,0.7806666666666666,0.726,0.65
14,T14_F056,441,0.84,0.756,0.686,0.644,0.56,1.2040000000000002,0.848666666666667,0.7786666666666667,0.724,0.6473333333333334
14,T14_F057,442,0.854,0.784,0.728,0.672,0.602,1.2080000000000002,0.8533333333333334,0.7833333333333333,0.7273333333333333,0.6500000000000001
14,T14_F058,443,0.9520000000000001,0.868,0.798,0.728,0.658,1.2120000000000002,0.8566666666666668,0.7873333333333334,0.7293333333333333,0.6520000000000001
14,T14_F059,444,0.966,0.882,0.798,0.742,0.672,1.216,0.8593333333333335,0.7906666666666669,0.732,0.6533333333333334
14,T14_F060,445,0.882,0.798,0.742,0.672,0.588,1.2133333333333336,0.858,0.79,0.7306666666666667,0.6526666666666667
14,T14_F061,446,0.924,0.84,0.784,0.728,0.644,1.2126666666666668,0.8573333333333334,0.79,0.7306666666666667,0.6513333333333334
14,T14_F062,447,0.966,0.868,0.812,0.756,0.672,1.3433333333333333,0.858,0.792,0.7326666666666667,0.6520000000000001
14,T14_F063,448,0.966,0.868,0.812,0.742,0.658,1.344,0.8580000000000002,0.7906666666666666,0.732,0.6513333333333333
14,T14_F064,449,0.966,0.882,0.798,0.742,0.672,1.346,0.8586666666666667,0.7906666666666666,0.7320000000000001,0.6513333333333333
14,T14_F065,450,3.962,0.9520000000000001,0.868,0.812,0.714,1.3433333333333333,0.8566666666666668,0.7886666666666667,0.7293333333333334,0.6486666666666666
14,T14_F066,451,0.91,0.8260000000000001,0.756,0.7000000000000001,0.616,1.2080000000000002,0.8546666666666667,0.7873333333333334,0.728,0.6479999999999999
14,T14_F067,452,0.966,0.882,0.8260000000000001,0.756,0.672,1.2140000000000002,0.8606666666666667,0.7933333333333336,0.7339999999999999,0.6533333333333333
14,T14_F068,453,0.966,0.882,0.812,0.742,0.658,1.2193333333333334,0.8653333333333335,0.7980000000000002,0.738,0.6573333333333334
14,T14_F069,454,0.966,0.882,0.812,0.756,0.672,1.2213333333333334,0.8666666666666668,0.7993333333333335,0.74,0.658
14,T14_F070,455,0.91,0.84,0.77,0.714,0.644,1.2220000000000002,0.866,0.8,0.7406666666666667,0.6580000000000001
14,T14_F071,456,0.9380000000000001,0.854,0.798,0.728,0.644,1.2220000000000002,0.8666666666666666,0.8006666666666666,0.7419999999999999,0.66
14,T14_F072,457,3.71,0.896,0.84,0.784,0.686,1.2220000000000002,0.8666666666666668,0.8006666666666666,0.742,0.6600000000000001
14,T14_F073,458,0.98,0.882,0.798,0.742,0.658,1.22,0.8653333333333334,0.7993333333333335,0.7406666666666666,0.6593333333333334
14,T14_F074,459,0.9520000000000001,0.854,0.784,0.728,0.658,1.2166666666666668,0.8626666666666667,0.7966666666666666,0.7386666666666666,0.6573333333333333
14,T14_F075,460,0.868,0.798,0.728,0.672,0.602,1.212,0.8586666666666668,0.7933333333333336,0.736,0.6546666666666666
14,T14_F076,461,0.924,0.854,0.784,0.728,0.658,1.0693333333333332,0.8546666666666665,0.7900000000000001,0.7326666666666666,0.6526666666666666
14,T14_F077,462,0.966,0.882,0.812,0.77,0.672,1.0713333333333335,0.8566666666666665,0.7926666666666667,0.7346666666666667,0.6553333333333333
14,T14_F078,463,0.966,0.882,0.8260000000000001,0.756,0.686,1.0733333333333333,0.8579999999999999,0.7933333333333333,0.7360000000000001,0.6566666666666666
14,T14_F079,464,0.994,0.896,0.8260000000000001,0.77,0.672,1.2040000000000002,0.8586666666666667,0.7933333333333333,0.7360000000000001,0.6573333333333334
14,T14_F080,465,0.98,0.868,0.812,0.756,0.672,1.3386666666666667,0.8593333333333335,0.7933333333333333,0.7353333333333335,0.6566666666666667
14,T14_F081,466,0.882,0.812,0.756,0.7000000000000001,0.63,1.3386666666666667,0.858,0.7919999999999999,0.7346666666666667,0.6546666666666666
14,T14_F082,467,0.924,0.84,0.784,0.728,0.644,1.4693333333333332,0.858,0.7913333333333332,0.7346666666666666,0.6546666666666667
14,T14_F083,468,0.924,0.84,0.784,0.728,0.658,1.3313333333333335,0.8500000000000001,0.7833333333333333,0.7273333333333334,0.6486666666666667
14,T14_F084,469,0.896,0.812,0.756,0.7000000000000001,0.616,1.3293333333333333,0.8486666666666668,0.7820000000000003,0.7266666666666667,0.648
14,T14_F085,470,0.868,0.798,0.728,0.686,0.616,1.3293333333333333,0.849333333333333,0.7833333333333334,0.728,0.6493333333333334
14,T14_F086,471,0.966,0.868,0.798,0.742,0.672,1.3313333333333335,0.8513333333333334,0.7853333333333333,0.7306666666666667,0.6513333333333333
14,T14_F087,472,0.9520000000000001,0.868,0.812,0.742,0.672,1.3293333333333335,0.8493333333333333,0.7846666666666667,0.7300000000000001,0.6500000000000001
14,T14_F088,473,1.008,0.91,0.84,0.784,0.7000000000000001,1.3253333333333335,0.8466666666666667,0.7819999999999998,0.7273333333333334,0.6480000000000001
14,T14_F089,474,3.71,0.896,0.812,0.742,0.672,1.322666666666667,0.8446666666666667,0.7793333333333333,0.726,0.6460000000000001
14,T14_F090,475,3.794,0.896,0.812,0.742,0.658,1.4513333333333336,0.844,0.7786666666666667,0.726,0.6460000000000001
14,T14_F091,476,0.91,0.812,0.742,0.7000000000000001,0.602,1.4500000000000004,0.844,0.7786666666666667,0.7253333333333333,0.6460000000000002
14,T14_F092,477,3.682,0.854,0.784,0.728,0.644,1.450666666666667,0.8446666666666667,0.7786666666666665,0.7266666666666667,0.6466666666666668
14,T14_F093,478,0.812,0.728,0.672,0.63,0.56,1.4473333333333334,0.8413333333333333,0.776,0.724,0.644
14,T14_F094,479,0.9380000000000001,0.854,0.77,0.728,0.644,1.4440000000000002,0.8386666666666666,0.7733333333333332,0.7213333333333334,0.6413333333333333
14,T14_F095,480,0.9520000000000001,0.868,0.812,0.756,0.686,1.4413333333333334,0.8366666666666667,0.7706666666666667,0.7186666666666668,0.6386666666666667
14,T14_F096,481,0.91,0.84,0.77,0.728,0.644,1.4433333333333334,0.838,0.7713333333333333,0.7193333333333334,0.6393333333333334
